0.003724,0,0.011978
0.003221903,0.4012555,0.01024806
-0.005576554,0.8107954,0.006508189
-0.04517986,1.217527,0.004707563
-0.05843849,1.620659,-0.0223522
-0.06225766,2.033014,-0.02666452
-0.08037731,2.442346,-0.03756593
-0.08272018,2.851861,-0.04006282
-0.09704512,3.256843,-0.0741782
-0.1012262,3.658733,-0.0751375
-0.1010529,4.057215,-0.07775055
-0.1242494,4.453205,-0.08864173
-0.1389552,4.850997,-0.07463107
-0.1527354,5.246603,-0.08183935
-0.1544242,5.643529,-0.09350268
-0.1564492,6.039427,-0.09461621
-0.1349639,6.433641,-0.1165293
-0.1216021,6.827842,-0.08744472
-0.1347654,7.224494,-0.1005407
-0.1225302,7.622104,-0.09727775
-0.1600734,8.017481,-0.0924913
-0.1429807,8.412665,-0.1259801
-0.1311047,8.808935,-0.1035973
-0.1416076,9.207131,-0.1038739
-0.1399093,9.608635,-0.09710316
-0.1303063,10.01606,-0.08803491
-0.1280628,10.46332,-0.05407248
-0.1294703,10.76618,0.1797618
-0.09518111,10.9097,0.236548
-0.05977871,11.04121,0.2831744
-0.05907106,11.05118,0.2860098
-0.06736898,11.08646,0.2937927
-0.07608888,11.12943,0.2825299
-0.08718698,11.17184,0.2911174
-0.1005115,11.21238,0.2911321
-0.1067723,11.25366,0.3032078
-0.1041827,11.29388,0.3161555
-0.1127679,11.33392,0.3260948
-0.1246994,11.37569,0.31918
-0.1244462,11.37659,0.31918
-0.04714385,11.53586,0.3179938
-0.09065045,11.66194,0.2840725
-0.1160972,11.76429,0.3168711
-0.1122467,11.77782,0.3180317
-0.1084019,11.90078,0.264891
-0.09742827,12.02052,0.2147253
-0.08515824,12.14095,0.164437
-0.07428092,12.24814,0.1216388
-0.05548076,12.37688,0.06802939
-0.03684456,12.5039,0.01549229
-0.0152973,12.63289,-0.0372421
0.007083772,12.76285,-0.09027916
0.02611524,12.87049,-0.1304059
0.04661178,12.97371,-0.1670424
0.06751788,13.07785,-0.2040279
0.08706842,13.17996,-0.2405002
0.1035915,13.28111,-0.2778757
0.1179539,13.39058,-0.3209734
0.1283272,13.49929,-0.3647664
0.1355881,13.6062,-0.4081693
0.1395444,13.68631,-0.4381061
0.1185764,13.74733,-0.4331113
0.08707051,13.85408,-0.4025192
0.1230636,13.99043,-0.4525412
0.1433918,14.0702,-0.4746536
0.1703751,14.14358,-0.4763584
0.1649657,14.24523,-0.4355805
0.1479578,14.35057,-0.3959365
0.127051,14.45594,-0.3581831
0.09928205,14.55967,-0.3263276
0.06616856,14.66601,-0.2978313
0.034233,14.77242,-0.2679577
0.002977647,14.87963,-0.2367468
-0.02234939,14.9815,-0.2041834
-0.05142628,15.10884,-0.1563892
-0.07587798,15.24086,-0.1028484
-0.09836037,15.3653,-0.05356502
-0.1225031,15.49167,-0.003760658
-0.1483616,15.61141,0.04060868
-0.1772999,15.73517,0.08591373
-0.2073923,15.85906,0.1305536
-0.2363088,15.99179,0.1823382
-0.2546927,16.10035,0.2233273
-0.271138,16.19376,0.2562454
-0.2884906,16.28286,0.2263111
-0.298073,16.38994,0.1832618
-0.3249083,16.46288,0.1834971
-0.3333517,16.53908,0.2105587
-0.3401029,16.61609,0.2384822
-0.3495127,16.69289,0.2655191
-0.3595699,16.77015,0.2925543
-0.3771359,16.88448,0.2476787
-0.3749918,16.99954,0.1991061
-0.3836728,17.1134,0.1519809
-0.3972918,17.22615,0.1066924
-0.4493157,17.35098,0.09076855
-0.5037399,17.47632,0.0851341
-0.558424,17.60207,0.07950608
-0.61453,17.73041,0.07237581
-0.6763335,17.86788,0.0641095
-0.7337719,17.99886,0.05470071
-0.6718957,18.13774,0.06792514
-0.6074574,18.27894,0.07470562
-0.5672913,18.41028,0.03226756
-0.5684206,18.54126,-0.02592584
-0.5846223,18.6722,-0.08180931
-0.6160854,18.80277,-0.1304737
-0.9348061,19.14836,-0.1304737
-0.6168554,19.49363,-0.1304737
,,
-0.298073,16.38994,0.1832618
-0.3025095,16.39601,0.1850147
-0.3071369,16.40197,0.1857174
-0.311377,16.40796,0.1877418
-0.3159676,16.41407,0.18897
-0.3207709,16.42025,0.1893747
-0.3249679,16.42642,0.1917661
-0.3297133,16.43261,0.1928114
-0.3299189,16.43288,0.192866
,,
-0.2363088,15.99179,0.1823382
-0.2272075,16.05802,0.1341932
-0.1989577,16.12709,0.09133483
-0.1931092,16.19649,0.04054359
-0.1745438,16.26911,-0.005339473
-0.1412741,16.3414,-0.04512729
-0.1414895,16.41347,-0.09773621
-0.1171273,16.48545,-0.1444861
-0.1153319,16.49187,-0.1485865
,,
-0.1225031,15.49167,-0.003760658
-0.1031296,15.60184,0.1035263
-0.09461273,15.72097,0.2181272
-0.0611456,15.84682,0.3200456
-0.05996356,15.98659,0.4221954
-0.05237464,16.12084,0.529229
-0.01541191,16.24952,0.6309719
-0.0145763,16.34143,0.7351965
,,
-0.02234939,14.9815,-0.2041834
-0.1844,15.12992,-0.1889094
-0.3481413,15.29991,-0.2088632
