0.003724,0,0.011978,0.275656
0.003221903,0.4012555,0.01024806,0.2702668
-0.005576554,0.8107954,0.006508189,0.2647648
-0.04517986,1.217527,0.004707563,0.2592762
-0.05843849,1.620659,-0.0223522,0.2538467
-0.06225766,2.033014,-0.02666452,0.2483079
-0.08037731,2.442346,-0.03756593,0.2428029
-0.08272018,2.851861,-0.04006282,0.2373026
-0.09704512,3.256843,-0.0741782,0.2318407
-0.1012262,3.658733,-0.0751375,0.2264427
-0.1010529,4.057215,-0.07775055,0.2210906
-0.1242494,4.453205,-0.08864173,0.215761
-0.1389552,4.850997,-0.07463107,0.2104114
-0.1527354,5.246603,-0.08183935,0.205094
-0.1544242,5.643529,-0.09350268,0.1997606
-0.1564492,6.039427,-0.09461621,0.1944433
-0.1349639,6.433641,-0.1165293,0.1891326
-0.1216021,6.827842,-0.08744472,0.1838207
-0.1347654,7.224494,-0.1005407,0.1784875
-0.1225302,7.622104,-0.09727775,0.1731446
-0.1600734,8.017481,-0.0924913,0.1678101
-0.1429807,8.412665,-0.1259801,0.1624785
-0.1311047,8.808935,-0.1035973,0.1571454
-0.1416076,9.207131,-0.1038739,0.1517954
-0.1399093,9.608635,-0.09710316,0.1464021
-0.1303063,10.01606,-0.08803491,0.1409272
-0.1280628,10.46332,-0.05407248,0.1349028
-0.1294703,10.76618,0.1797618,0.1297637
-0.09518111,10.9097,0.236548,0.1276402
-0.05977871,11.04121,0.2831744,0.1257068
-0.05907106,11.05118,0.2860098,0.1255673
-0.06736898,11.08646,0.2937927,0.1250694
-0.07608888,11.12943,0.2825299,0.1244615
-0.08718698,11.17184,0.2911174,0.1238615
-0.1005115,11.21238,0.2911321,0.1232883
-0.1067723,11.25366,0.3032078,0.1227046
-0.1041827,11.29388,0.3161555,0.122136
-0.1127679,11.33392,0.3260948,0.1215701
-0.1246994,11.37569,0.31918,0.1209792
-0.1244462,11.37659,0.31918,0.1209667
-0.04714385,11.53586,0.3179938,0.1185889
-0.09065045,11.66194,0.2840725,0.1167406
-0.1160972,11.76429,0.3168711,0.1152571
-0.1122467,11.77782,0.3180317,0.1150676
-0.1084019,11.90078,0.264891,0.1132677
-0.09742827,12.02052,0.2147253,0.1115178
-0.08515824,12.14095,0.164437,0.1097573
