0.275656,0,0
0.2702668,0,0
0.2647648,0,0
0.2592762,0,0
0.2538467,0,0
0.2483079,0,0
0.2428029,0,0
0.2373026,0,0
0.2318407,0,0
0.2264427,0,0
0.2210906,0,0
0.215761,0,0
0.2104114,0,0
0.205094,0,0
0.1997606,0,0
0.1944433,0,0
0.1891326,0,0
0.1838207,0,0
0.1784875,0,0
0.1731446,0,0
0.1678101,0,0
0.1624785,0,0
0.1571454,0,0
0.1517954,0,0
0.1464021,0,0
0.1409272,0,0
0.1349028,0,0
0.1297637,0,0
0.1276402,0,0
0.1257068,0,0
0.1255673,0,0
0.1250694,0,0
0.1244615,0,0
0.1238615,0,0
0.1232883,0,0
0.1227046,0,0
0.122136,0,0
0.1215701,0,0
0.1209792,0,0
0.1209667,0,0
0.1185889,0,0
0.1167406,0,0
0.1152571,0,0
0.1150676,0,0
0.1132677,0,0
0.1115178,0,0
0.1097573,0,0
0.1082002,0,0
0.1063103,0,0
0.1044473,0,0
0.1025534,0,0
0.1006444,0,0
0.09908043,0,0
0.09758386,0,0
0.0960732,0,0
0.09459341,0,0
0.0931282,0,0
0.09153643,0,0
0.08995621,0,0
0.08840339,0,0
0.08725353,0,0
0.08638438,0,0
0.08483408,0,0
0.08282442,0,0
0.08167955,0,0
0.08062933,0,0
0.07915649,0,0
0.07762766,0,0
0.07609835,0,0
0.07459398,0,0
0.07304997,0,0
0.07150478,0,0
0.06994744,0,0
0.06847128,0,0
0.06660321,0,0
0.06466188,0,0
0.06283909,0,0
0.06098619,0,0
0.05923628,0,0
0.05742404,0,0
0.05560983,0,0
0.05365725,0,0
0.05207928,0,0
0.05073084,0,0
0.04944719,0,0
0.04789171,0,0
0.04684791,0,0
0.04575595,0,0
0.044652,0,0
0.04355122,0,0
0.04244358,0,0
0.04077726,0,0
0.03909948,0,0
0.03744046,0,0
0.03579824,0,0
0.03396937,0,0
0.03213261,0,0
0.03028927,0,0
0.02840569,0,0
0.02637824,0,0
0.02445328,0,0
0.02240344,0,0
0.02031686,0,0
0.01838619,0,0
0.01646121,0,0
0.01453671,0,0
0.01261811,0,0
0.006303995,0,0
0.006303995,0,0
,,
0.04944719,0,0
0.04244911,0,0
0.03558285,0,0
0.02867883,0,0
0.02165814,0,0
0.01455331,0,0
0.007447206,0,0
0.0003125361,0,0
0.0003125361,0,0
,,
0.05560983,0,0
0.04819356,0,0
0.04044694,0,0
